"date","type","registration","operator","fat.","location","Var.7","pic","cat","occurence","year","passenger.x","passenger.y","passenger"
"14-APR-1998","Yakovlev Yak-40","EX-87529","Kyrghyzstan Airlines","0","Dzhalal-Abad",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"20-APR-1998","Boeing 727-230","HC-BSU","TAME Ecuador, opf Air France","53","Bogotá-Eldor...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"23-APR-1998","Embraer C-95B Bandeirante (EMB-110)","2321","Brazilian AF","3","Resende Airp...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"23-APR-1998","Shorts 330-100","TR-LEM","SAFT Gabon","0","La Lope",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"24-APR-1998","Ilyushin Il-62M","YR-IRD","Tarom, op.for Trans-Asia","0","Istanbul-Ata...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"25-APR-1998","Lockheed EP-3J Orion","152745","US Navy","0","Brunswick NA...",NA,NA,"O1",1,"1998",10867743680,10867743680,10867743680
"05-MAY-1998","Boeing 737-282","FAP-351","Peruvian AF, op.for Occidental Petroleum","75","Andoas",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"07-MAY-1998","Antonov An-32B","3D-DRV","Southern Gateway","0","Vaalwater",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"07-MAY-1998","DC-9-32","N948VV","AirTran Airways","0","Calhoun, GA",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"08-MAY-1998","Embraer C-95B Bandeirante (EMB-110)","2322","Brazilian AF","4","Barra de Tij...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"10-MAY-1998","Lockheed L-1011 TriStar","","Air Luxor","0","Toronto-Pear...",NA,NA,"H2",1,"1998",10867743680,10867743680,10867743680
"10-MAY-1998","DHC-8-315 Dash 8","ZS-NLW","South African Express Airways","0","Johannesburg...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"10-MAY-1998","Airbus A340-312","CS-TOA","TAP","0","Johannesburg...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"11-MAY-1998","Antonov An-12B","RA-12973","Tyumenaviatrans","0","Luanda-4 de ...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"12-MAY-1998","Xian Yunshuji Y-7H-500","5T-MAG","Mauritanian AF","39","Néma Airport...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"12-MAY-1998","Boeing 767-33AER","ET-AKW","Ethiopian Airlines","0","Cairo Intern...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"12-MAY-1998","Airbus A320-231","SU-GBD","EgyptAir","0","Cairo Intern...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"14-MAY-1998","Cessna 208 Caravan I","N192AV","Baker Aviation","0","Nome Airport...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"15-MAY-1998","Fokker F-28 Fellowship 4000","PK-MGT","Merpati Nusantara","0","Kendari Airp...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"16-MAY-1998","Fokker F-28 Fellowship 4000","PK-VFY","Manunggal Air","0","Singapore-Se...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"20-MAY-1998","BAe-748","ZS-XGY","Intensive Air","0","Johannesburg...",NA,NA,"O2",1,"1998",10867743680,10867743680,10867743680
"20-MAY-1998","Airbus A340-313","EC-GJT","Iberia","0","Johannesburg...",NA,NA,"O2",1,"1998",10867743680,10867743680,10867743680
"21-MAY-1998","Airbus A320-212","G-UKLL","Air UK Leisure","0","Ibiza Airpor...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"24-MAY-1998","Douglas C-47A (DC-3)","N67588","Majestic Air Cargo","0","Anchorage, AK",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"24-MAY-1998","Fokker F-27 Friendship","","PIA","0","Hyderabad Ai...",NA,NA,"H2",1,"1998",10867743680,10867743680,10867743680
"25-MAY-1998","Yakovlev Yak-40","RDPL-34001","Lao Aviation","26","Long Tieng, ...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"26-MAY-1998","Harbin Yunshuji Y-12 II","JU-1017","MIAT","28","Erdenet",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"30-MAY-1998","Convair CV-240-17","N87949","Trans Florida Airlines","0","Aguadilla-Bo...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"02-JUN-1998","Antonov An-2R","SP-WNF","ZUA","1","",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"03-JUN-1998","Swearingen SA227-AC Metro III","LV-WIL","Air Tango","0","Santa Fé-Sau...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"05-JUN-1998","Boeing 727-25F","5Y-BMW","Aero Zambia","0","Asmara Inter...",NA,NA,"O1",1,"1998",10867743680,10867743680,10867743680
"17-JUN-1998","Boeing 737-322","N364UA","United Airlines","0","Denver Inter...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"18-JUN-1998","Swearingen SA226-TC Metro II","C-GQAL","Propair","11","Montreal-Mir...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"19-JUN-1998","Cessna 500 Citation I","N41SH","JJU Aviation","0","Fishers Isla...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"23-JUN-1998","Boeing 727","","Iberia","0","Valencia Air...",NA,NA,"H2",1,"1998",10867743680,10867743680,10867743680
"25-JUN-1998","BAe 3212 Jetstream 32","LV-VEJ","LAER","0","Buenos Aires...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"26-JUN-1998","Beech 200 Super King Air","ZS-MSL","Federal Aviation, op.for UN","7","Abidjan Airp...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"26-JUN-1998","Lockheed L-100-30 Hercules","N402LC","Lynden Air Cargo","0","Hog River Ai...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"27-JUN-1998","Let L-410UVP-E","S2-ADD","Air Parabat","0","Dhaka",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"27-JUN-1998","Lockheed SP-2H Neptune","N14835","Neptune Aviation Services","2","Reserve, NM",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"28-JUN-1998","BN-2B-20 slander","G-BVYE","Britten-Norman","0","Bucharest",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"02-JUL-1998","Dassault Falcon 900","N900CS","TAG Aviation USA","0","Hamilton Air...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"08-JUL-1998","Antonov An-2T","RA-02823","Yakutsk ASK ROSTO","1","Magan",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"13-JUL-1998","Ilyushin Il-76MD","UR-76424","ATI Aircompany","8","Ra'sal-Khaymah",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"16-JUL-1998","DC-9-41","LV-YOA","Dinar Líneas Aéreas","0","Buenos Aires...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"16-JUL-1998","Rockwell Sabreliner 60","LV-WPO","Alas del Sur","3","Córdoba-Paja...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"17-JUL-1998","Ilyushin Il-78","UR-UCI","Ukrainian Cargo Airways, op.for Air Sofia","10","Asmara-Yohan...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"18-JUL-1998","Rockwell Sabreliner 75","N547JL","Executive Aircraft Corporation","2","Florence, KS",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"19-JUL-1998","Boeing 737-2J8C","ST-AFL","Sudan Airways","0","Khartoum-Civ...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"23-JUL-1998","Shorts SC.7 Skyvan 3-100","XC-UTQ","Mexican AF","4","Pico de Orizaba",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"23-JUL-1998","Antonov An-12","RA-11886","Norilsk Air Enterprise","0","Pushkin",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"23-JUL-1998","DHC-6 Twin Otter 200","C-GFYN","Adlair","0","Pelly Bay, NU",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"24-JUL-1998","Cessna 500 Citation I","C-FSKC","Skyward Aviation","0","Rawlins Airp...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"25-JUL-1998","Beech 1900D","","Avior","0","Saravena",NA,NA,"H2",1,"1998",10867743680,10867743680,10867743680
"26-JUL-1998","Fairchild FH-227B","N564LE","Legion Express","0","Reykjavík-Ke...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"27-JUL-1998","Consolidated PBY-5A Catalina","VP-BPS","Plane Sailing","2","Southampton",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"28-JUL-1998","Swearingen SA227-AC Metro III","EC-FXD","Swiftair","2","Barcelona Ai...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"29-JUL-1998","Embraer EMB-110P1 Bandeirante","PT-LGN","Selva Taxi Aéreo","12","Manaus, AM",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"30-JUL-1998","HAL/Dornier 228-201","VT-EJW","Alliance Air","6+ 3","Cochin Airpo...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"30-JUL-1998","Beech 1900D","F-GSJM","Proteus Air","14","Baie de Quib...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"31-JUL-1998","Douglas DC-3C","N305SF","Majestic Air Cargo","0","Anchorage In...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"02-AUG-1998","Antonov An-32","","Taliban Air Force","5","Kunduz Airpo...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"02-AUG-1998","Boeing 727","","Blue Airlines","0","Goma",NA,NA,"H2",1,"1998",10867743680,10867743680,10867743680
"04-AUG-1998","Boeing 707","","Congo Air Cargo","0","Kitona",NA,NA,"H2",1,"1998",10867743680,10867743680,10867743680
"04-AUG-1998","Boeing 707-300","","Air Atlantic Cargo, op.for Lignes Aeriennes Congolaises","0","Kitona",NA,NA,"H2",1,"1998",10867743680,10867743680,10867743680
"05-AUG-1998","Boeing 747-4B5","HL7496","Korean Air","0","Seoul-Kimpo ...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"06-AUG-1998","BAe-748","C-GTAD","Wasaya Airways","0","Kasabonika A...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"09-AUG-1998","Tupolev Tu-154","","East Line","0","Moskva-Domod...",NA,NA,"H2",1,"1998",10867743680,10867743680,10867743680
"11-AUG-1998","Antonov An-12","D2-FAZ","Alada","1","Saurimo Airp...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"14-AUG-1998","Antonov An-2R","RA-40681","Polyarnye Avialinii","","",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"14-AUG-1998","Boeing 737-490","N799AS","Alaska Airlines","0","Juneau Inter...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"19-AUG-1998","DHC-6 Twin Otter 100","935","Chilean AF","0","Antofagasta-...",NA,NA,"U1",1,"1998",10867743680,10867743680,10867743680
"19-AUG-1998","Antonov An-2","RA-06196","Aeroklub Togliatti","0","Lunocharski",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"19-AUG-1998","Antonov An-12BP","UR-11528","Motor Sich","0","Batam-Hang N...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"19-AUG-1998","Beech 1900D","N251GL","United Express, opb Great Lakes Airlines","0","Denver Inter...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"21-AUG-1998","DHC-6 Twin Otter 300","9N-ACC","Nepalese CAA, op.for Lumbini Airways","18","Ghorepani",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"24-AUG-1998","AMI DC-3-65TP","ZS-NKK","Airworld, op.for Speed Service Couriers","1","Pretoria-Won...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"24-AUG-1998","Fokker F-27 Friendship 600","XY-AEN","Myanma Airways","36","Tachilek Air...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"24-AUG-1998","Antonov An-32B","HK-4007X","SADELCA Colombia","0","Leticia-Alfr...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"24-AUG-1998","Antonov An-26","RA-26568","Yenisei Meridian","0","Noril'sk Air...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"26-AUG-1998","Antonov An-12BP","EW-11368","Techaviaservice","13","Luanda",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"28-AUG-1998","Dassault Falcon 20C","N126R","Reliant Airlines","0","El Paso Inte...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"29-AUG-1998","Tupolev Tu-154M","CU-T1264","Cubana","70+ 10","Quito-Marisc...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"29-AUG-1998","Airbus A340-211","OO-SCW","Sabena","0","Brussel-Zave...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"31-AUG-1998","Boeing 727-228F","N722DH","DHL Airways","0","New York-Joh...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"02-SEP-1998","MD-11","HB-IWF","Swissair","229","Peggy<U+0092>s Cove...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"02-SEP-1998","Antonov An-26B","RA-26028","Permskiye motory, op.for Prestavia","24","Malanje Airp...",NA,NA,"C1",1,"1998",10867743680,10867743680,10867743680
"02-SEP-1998","DC-9-31","N927VJ","US Airways","0","Philadelphia...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"05-SEP-1998","Boeing 707-138B","N138SR","Jaffe Group","0","Port Harcour...",NA,NA,"O1",1,"1998",10867743680,10867743680,10867743680
"05-SEP-1998","Yakovlev Yak-40K","RA-87956","Kotlas Avia Enterprise, op.for GEASA","0","Malabo Airpo...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"06-SEP-1998","Beech B200 Super King Air","N769WT","West Ward Cattle","0","George West-...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"10-SEP-1998","Lockheed C-130B Hercules","23491","Pakistan AF","0","Islamabad-Ch...",NA,NA,"O1",1,"1998",10867743680,10867743680,10867743680
"10-SEP-1998","Lockheed C-130B Hercules","24143","Pakistan AF","5","Islamabad-Ch...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"11-SEP-1998","MD-11","B-2173","China Eastern","0","Shanghai-Hon...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"11-SEP-1998","Boeing 767-34AF","N316UP","UPS","0","Houston-Elli...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"11-SEP-1998","Beech 1900C","N1563C","Alaska Central Express","0","Saint Mary's...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"14-SEP-1998","Antonov An-32B","4K-66759","Avia Trend","0","Lokichoggio ...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"14-SEP-1998","Airbus A310-203","TC-JCL","THY","0","Trabzon Airp...",NA,NA,"H2",1,"1998",10867743680,10867743680,10867743680
"16-SEP-1998","Boeing 737-524","N20643","Continental Air Lines","0","Guadalajara-...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"16-SEP-1998","IAI Arava 201","","Mexican AF","0","Chiapas state",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"18-SEP-1998","GAF Nomad N.22S Searchmaster L","N6305U","US Customs Service","1","Mona Island",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"18-SEP-1998","Cessna C-98 Caravan I (208A)","2705","Brazilian AF","0","Equador, Lor...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"18-SEP-1998","GAF Nomad N.22S Searchmaster L","N6302W","US Customs Service","0","Puerto Rico",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"22-SEP-1998","Lockheed C-121C Super Constellation","HI-548CT","Aerochago Airlines","0","Santo Domingo",NA,NA,"O1",1,"1998",10867743680,10867743680,10867743680
"22-SEP-1998","Curtiss C-46D","HI-503CT","AMSA","0","Santo Domingo",NA,NA,"O1",1,"1998",10867743680,10867743680,10867743680
"24-SEP-1998","Convair CV-240-13","N91237","Trans Florida Airlines","0","San Juan-Lui...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"25-SEP-1998","BAe-146-100","EC-GEO","Paukn Air","38","Melilla Airp...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"25-SEP-1998","BN-2A-3 Islander","5Y-ANV","TanaMana Aviation","4","Rwenzori mou...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"26-SEP-1998","Beech 200 Super King Air","PK-TRA","Indonesia Air Transport - IAT","0","Surabaya-Jua...",NA,NA,"U1",1,"1998",10867743680,10867743680,10867743680
"26-SEP-1998","Grumman HU-16C Albatross","N7025J","private","0","Sedona Airpo...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"26-SEP-1998","Cessna 560 Citation Ultra","VP-CKM","","0","Fairoaks Air...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"28-SEP-1998","DHC-6 Twin Otter 300","D4-CAX","TACV","1","Praia-Franci...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"28-SEP-1998","Cessna 551 Citation II/SP","N59GB","Ram Air Sales and Leasing","0","Pueblo Memor...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"29-SEP-1998","Antonov An-24RV","EW-46465","Gomelavia, op.for LionAir","55","Mannar",NA,NA,"C1",1,"1998",10867743680,10867743680,10867743680
"02-OCT-1998","Douglas DC-3C","YV-611C","Servivensa","1","Canaima Airp...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"05-OCT-1998","Boeing 747SP-44","ZS-SPF","South African Airways, op.for LAM","0","Maputo Inter...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"07-OCT-1998","Boeing 727-224","N66734","Continental Air Lines","0","Miami Intern...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"10-OCT-1998","Boeing 727-30","9Q-CSG","Lignes Aeriennes Congolaises","41","Kindu Airpor...",NA,NA,"C1",1,"1998",10867743680,10867743680,10867743680
"14-OCT-1998","Shorts SC.7 Skyvan 3-100","YV-O-MTC-8","Venezuela Ministry of Transport","0","Caracas-Simo...",NA,NA,"O1",1,"1998",10867743680,10867743680,10867743680
"14-OCT-1998","Shorts SC.7 Skyvan 3-100","YV-O-MTC-3","Venezuela Ministry of Transport","0","Caracas-Simo...",NA,NA,"O1",1,"1998",10867743680,10867743680,10867743680
"17-OCT-1998","Beech 99","N299GL","Alpine Aviation","0","Missoula, MT",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"17-OCT-1998","Shorts SC.7 Skyvan 3M-400","OE-FDF","Pink Aviation Services","0","Zell am Zee",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"19-OCT-1998","BN-2B-21 Islander","BDF-01","Belize AF","","Indian Church",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"20-OCT-1998","Beech B200 King Air","N50PM","Mallen Industries","0","Rio Rancho, NM",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"21-OCT-1998","Embraer EMB-120RT Brasilia","PT-WKH","Capital Táxi Aéreo","3+ 1","Fortaleza-Pi...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"21-OCT-1998","Yakovlev Yak-40","EK-88272","Ararat Avia","0+ 4","Yerevan Airp...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"24-OCT-1998","Antonov An-12A","TL-ACJ","Centrafrican Airlines","3","Lubutu",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"25-OCT-1998","ATR 42-312","N143DD","American Eagle Airlines, opb Executive Airlines","0","San Juan",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"27-OCT-1998","Learjet 45","N454LJ","Lear Jet","0","Wallops Isla...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"28-OCT-1998","Boeing 737","","Air China","0","Taipei-Chian...",NA,NA,"H2",1,"1998",10867743680,10867743680,10867743680
"29-OCT-1998","Boeing 737-4Y0","TC-JDF","THY","1","Diyarbakir A...",NA,NA,"H2",1,"1998",10867743680,10867743680,10867743680
"01-NOV-1998","Douglas C-47A (DC-3)","N3FY","Living Water Teaching Ministries","11","Quetzaltenango",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"01-NOV-1998","Boeing 737-2P6","EI-CJW","AirTran Airways","0","Atlanta-Will...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"06-NOV-1998","Beech 200 Super King Air","5Y-JKB","AD Aviation Aircharters","3","Nairobi",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"06-NOV-1998","Beech RC-12K Huron (A200CT Super Ki","85-0151","US Army","2","Sommerhausen",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"11-NOV-1998","Antonov An-12B","RA-12955","Viluy","13","Krasnoyarsk ...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"11-NOV-1998","Ilyushin Il-62M","RA-86564","Aeroflot","0","Anchorage In...",NA,NA,"O1",1,"1998",10867743680,10867743680,10867743680
"11-NOV-1998","MD-11","N801DE","Delta Air Lines","0","Portland Int...",NA,NA,"A2",1,"1998",10867743680,10867743680,10867743680
"14-NOV-1998","Boeing 707-355C","5N-VRG","IAT Cargo","0","Oostende Air...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"20-NOV-1998","Learjet 24D","MTX-02","Mexican Navy","0","Mexico City-...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"23-NOV-1998","Cessna 208B Super Cargomaster","N9352B","Regency Express Air","2","Victoria Int...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"23-NOV-1998","Swearingen SA226-TC Metro II","LV-WDV","Kaikén Líneas Aéreas","0","Río Gallegos...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"23-NOV-1998","Ilyushin Il-18Gr","3D-SBZ","Air Cess","0","Kalemie Airp...",NA,NA,"C1",1,"1998",10867743680,10867743680,10867743680
"25-NOV-1998","Cessna 208 Caravan I","5N-PAN","Pan African Airlines","0","Warri",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"27-NOV-1998","Lockheed L-1329-25 JetStar II","N787WB","Banair","0","Austin-Rober...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"28-NOV-1998","DHC-7-102","VP-CDY","DNK Leasing","2","Ashburton",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"02-DEC-1998","Cessna 501 Citation I/SP","N501EZ","Yates Aviation","1","Mena Intermo...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"03-DEC-1998","BAe-748","C-FBNW","Bradley Air Services","0","Iqaluit Airp...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"05-DEC-1998","Beech 300 Super King Air 350","TC-DHA","Dogus Air","2","Istanbul-Ata...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"07-DEC-1998","BN-2A-26 Islander","C-FCVK","Air Satellite","7","Baie Comeau ...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"11-DEC-1998","Airbus A310-204","HS-TIA","Thai Airways International","101","Surat Thani ...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"14-DEC-1998","Antonov An-12BP","UR-11319","Khors Air","10","Kuito",NA,NA,"C1",1,"1998",10867743680,10867743680,10867743680
"17-DEC-1998","Antonov An-12BP","S9-CAT","Zanex","1","Saurimo Airp...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"17-DEC-1998","Beech 200 Super King Air","F-GHLD","Nouvelle Air Affaires Gabon","2","Libreville A...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"22-DEC-1998","Antonov An-32B","HK-3930X","SELVA Colombia","5","Rionegro/Med...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"26-DEC-1998","Lockheed L-100-30 Hercules","S9-CAO","UN, opb Transafrik","14","Vila Nova",NA,NA,"C1",1,"1998",10867743680,10867743680,10867743680
"27-DEC-1998","Antonov An-12","TN-AFJ","ACA-Ancargo Air","4","Cafunfo",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"28-DEC-1998","Embraer EMB-145ER (ERJ-145ER)","PT-SPE","Rio Sul","0","Curitiba-Afo...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"??-???-1998","Ilyushin Il-86","RA-86080","Aeroflot","0","Moskva-Shere...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"??-???-1998","IAI Arava 201","","Mexican AF",NA,"",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"??-???-1998","Antonov An-2R","YU-BLB","Aeroklub Zrenjanin",NA,"Zrenjanin",NA,NA,"O1",1,"1998",10867743680,10867743680,10867743680
"??-???-1998","Antonov An-2R","YU-BLC","Aeroklub Zrenjanin",NA,"Pancevo",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"??-???-1998","Yakovlev Yak-40K","UR-87592","United Energy Systems","0","Roma-Ciampin...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"??-???-1998","Basler BT-67 Turbo 67 (DC-3T)","555","Guatemala AF",NA,"Flores-Santa...",NA,NA,"U1",1,"1998",10867743680,10867743680,10867743680
"??-???-1998","Antonov An-32B","RA-48014","Trans Charter, op.for Filair","0","Kinshasa-N'D...",NA,NA,"A1",1,"1998",10867743680,10867743680,10867743680
"01-JAN-1999","Boeing 737-298C","9Q-CNK","Lignes Aeriennes Congolaises","0","Kilimanjaro ...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"02-JAN-1999","Lockheed L-100-30 Hercules","D2-EHD","UN, opb Transafrik","9","Huambo",NA,NA,"C1",1,"1999",11509304096,11509304096,11509304096
"04-JAN-1999","Beech 1900C-1","C-FGOI","Regionnair","0","Saint-August...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"11-JAN-1999","HAL-748","H-2175","Defence Research","8","Arakkonam Na...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"11-JAN-1999","CASA C-212 Aviocar 200","802","Zimbabwe AF","5","Kinshasa",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"12-JAN-1999","Fokker F-27 Friendship 600","G-CHNL","Channel Express","2","Guernsey Air...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"13-JAN-1999","Douglas DC-3C","C-GWUG","Kelowna Flightcraft","2","Mayne Island...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"13-JAN-1999","Swearingen SA226-AT Merlin IV","I-NARC","Besit Servizi Aerei","0","Olbia-Costa ...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"13-JAN-1999","Boeing KC-135E Stratotanker","59-1452","Air National Guard","4","Geilenkirche...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"14-JAN-1999","Swearingen SA226-AT Merlin IVC","I-NARB","Besit Servizi Aerei","0","Olbia-Costa ...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"14-JAN-1999","Beech 300 Super King Air","N780BF","USA Healthcare-Leasing","2","Cullman, AL",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"16-JAN-1999","BN-2A-26 Islander","VH-XFF","Uzu Air","3","Coconut Isla...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
