"","date","type","registration","operator","fat.","location","Var.7","pic","cat","occurence"
"229","16-MAR-1937","de Havilland DH.86 Express","G-ACVZ","Imperial Airways","3","Elsdorf",NA,NA,"A1",1
"230","24-MAR-1937","Short S.23 Empire Flying Boat Mk I","G-ADVA","Imperial Airways","5","Ouroux",NA,NA,"A1",1
"231","25-MAR-1937","Douglas DC-2-112","NC13730","TWA","13","Clifton, PA",NA,NA,"A1",1
"232","??-MAR-1937","Douglas DC-2-115B","EC-AGK","LAPE",NA,"Valencia",NA,NA,"A1",1
"233","??-MAR-1937","Douglas DC-2-115B","EC-AAY","LAPE",NA,"unknown",NA,NA,"U1",1
"234","01-APR-1937","Ford 5-AT-C Tri-Motor","NC8410","Star Air Service","0","Lake Spenard...",NA,NA,"A1",1
"235","03-APR-1937","Douglas DC-3-194B","PH-ALP","KLM","8","McNary, AZ",NA,NA,"A1",1
"236","06-APR-1937","Douglas DC-2-115M","EC-BFF","LAPE","0","Santander-La...",NA,NA,"C1",1
"237","06-APR-1937","Junkers Ju-52/3mg3e","33+K39","German AF",NA,"Liegnitz",NA,NA,"A1",1
"238","07-MAY-1937","Douglas C-33 (DC-2)","36-81","USAAC",NA,"Clay Springs...",NA,NA,"A1",1
"239","29-MAY-1937","Ford 4-AT-B Tri-Motor","NC8404","Private","0","Belleville, IL",NA,NA,"A1",1
"240","31-MAY-1937","Handley Page HP.42E","G-AAXE","Imperial Airways","0","Karachi",NA,NA,"O1",1
"241","02-JUN-1937","Sikorsky S-43","No. 2","Chilean AF","9","Ancud",NA,NA,"A1",1
"242","16-JUN-1937","Junkers Ju-52/3msai","ZS-AKY","South African Airways","1","Johannesburg...",NA,NA,"A1",1
"243","28-JUL-1937","Douglas DC-2-115L","PH-ALF","KLM","15","Beert",NA,NA,"A1",1
"244","01-AUG-1937","Junkers Ju-52/3m","XVIII","Eurasia",NA,"Kunming",NA,NA,"A1",1
"245","02-AUG-1937","Sikorsky S-43B","NC15065","Panagra","14","Cristóbal",NA,NA,"A1",1
"246","02-AUG-1937","Savoia-Marchetti S.73","I-SUSA","Ala Littoria","9","Wadi Halfa A...",NA,NA,"A1",1
"247","06-AUG-1937","Douglas DC-2-152","URSS-M25","Aeroflot / International","6","Herina, Bist...",NA,NA,"A1",1
"248","08-AUG-1937","Sikorsky S-43W","NC16930","CNAC","3","Chilang Poin...",NA,NA,"A1",1
"249","10-AUG-1937","Douglas DC-2-112","NC13739","Eastern Air Lines","4","Daytona Beac...",NA,NA,"A1",1
"250","21-AUG-1937","Ford 5-AT-C Tri-Motor","NR9648","Republic Oil Co.","0","Fairbanks, AK",NA,NA,"A1",1
"251","23-AUG-1937","Douglas DC-2-118A","NC14298","Panagra","3","San Luis, SL",NA,NA,"A1",1
"252","27-SEP-1937","Curtiss T-32C Condor II","NC12364","Private","0","New York-Flo...",NA,NA,"O1",1
"253","27-SEP-1937","Curtiss AT-32B Condor II","NC12394","American Airlines","0","New York-Flo...",NA,NA,"O1",1
"254","27-SEP-1937","Curtiss AT-32D Condor II","NC12397","American Airlines","0","",NA,NA,"O1",1
"255","28-SEP-1937","Ford 5-AT-B Tri-Motor","LG-AAE","TACA Guatemala",NA,"Puerto Cabezas",NA,NA,"A1",1
"256","01-OCT-1937","Short S.23 Empire Flying Boat Mk I","G-ADVC","Imperial Airways","3","Faliro Bay",NA,NA,"A1",1
"257","06-OCT-1937","Douglas DC-3-194B","PH-ALS","KLM","4","Palembang-Ta...",NA,NA,"A1",1
"258","17-OCT-1937","Douglas DC-3A-197","NC16074","United Airlines","19","Knight, WY",NA,NA,"A1",1
"259","25-OCT-1937","Junkers Ju-52/3m","S2+PO","German AF",NA,"Tutow",NA,NA,"A1",1
"260","27-OCT-1937","Dewoitine D.333","F-ANQA","Air France","6","El Jadida",NA,NA,"A1",1
"261","16-NOV-1937","Junkers Ju-52/3mge","OO-AUB","Sabena","11","Stene Airfield",NA,NA,"A1",1
"262","23-NOV-1937","Douglas DC-2-115D","SP-ASJ","LOT","6","Pirin Mountains",NA,NA,"A1",1
"263","26-NOV-1937","Junkers Ju-52/3mfe","D-AGAV","Deutsche Lufthansa","3","London-Croyd...",NA,NA,"A1",1
"264","??-NOV-1937","Junkers Ju-52/3mge","D-AFYV","DVL",NA,"Roggentin",NA,NA,"A1",1
"265","05-DEC-1937","Short S.23 Empire Flying Boat Mk I","G-ADUZ","Imperial Airways","2","Brindisi",NA,NA,"A1",1
"266","08-DEC-1937","Potez 621","F-AOTZ","Air France","2","Valence, Drôme",NA,NA,"A1",1
"267","15-DEC-1937","Junkers Ju-52/3mce","CB-18","LAB","8","Sorata",NA,NA,"A1",1
"268","04-JAN-1938","Junkers Ju-52/3mte","D-ABUR","Deutsche Lufthansa","6","Frankfurt",NA,NA,"A1",1
"269","10-JAN-1938","Lockheed 14-H Super Electra","NC17388","Northwest Airlines","10","Bozeman, MT",NA,NA,"A1",1
"270","11-JAN-1938","Sikorsky S-42B","NC16734","Pan Am","7","Pago Pago, A...",NA,NA,"A1",1
"271","02-FEB-1938","Consolidated PBY-2 Catalina","0463","US Navy","3","San Clemente...",NA,NA,"A1",1
"272","02-FEB-1938","Consolidated PBY-2 Catalina","0462","US Navy","7","San Clemente...",NA,NA,"A1",1
"273","07-FEB-1938","Junkers Ju-90V1","D-AALU","Junkers","1","Dessau",NA,NA,"A1",1
"274","09-FEB-1938","Lioré-et-Olivier H.242/1","F-ANPB","Air France","7","Étang de Berre",NA,NA,"A1",1
"275","13-FEB-1938","CANT Z.506","I-ORIA","Ala Littoria","14","Sardinia, Italy",NA,NA,"A1",1
"276","22-FEB-1938","Junkers Ju-52/3mge","D-APAR","Deutsche Lufthansa","3","Pontoise",NA,NA,"A1",1
"277","01-MAR-1938","Douglas DC-2-112","NC13789","TWA","9","Wawona, CA",NA,NA,"A1",1
"278","07-MAR-1938","Potez 62","F-ANQR","Air France","7","Datia, Madhy...",NA,NA,"A1",1
"279","17-MAR-1938","Tupolev G-2","CCCP-N210","Polyarnaya Aviatsiya","0","Buhkta Teplits",NA,NA,"A1",1
"280","23-MAR-1938","Dewoitine D.338","F-AQBB","Air France","8","French Pyrénées",NA,NA,"A1",1
"281","28-MAR-1938","WM Fokker F.VIIIb","HA-FND","Malert","","Nyíregyháza",NA,NA,"A1",1
"282","30-MAR-1938","Junkers Ju-52/3m","I-BEZI","Ala Littoria","0","Venezia Lido...",NA,NA,"A1",1
"283","25-APR-1938","Sikorsky S-43B","NC16932","Pan Am","0","Kingston",NA,NA,"A1",1
"284","30-APR-1938","Savoia-Marchetti S.73","I-MEDA","Ala Littoria","19","Maranola, Fo...",NA,NA,"A1",1
"285","10-MAY-1938","Ford 5-AT-C Tri-Motor","3","LAN Chile","0","",NA,NA,"U1",1
"286","13-MAY-1938","Ford 5-AT-DS Tri-Motor","C-60","SCADTA","0","Quibdó",NA,NA,"A1",1
"287","16-MAY-1938","Lockheed 14-H2 Super Electra","NC17394","Northwest Airlines","9","Saugus, CA",NA,NA,"A1",1
"288","22-MAY-1938","Curtiss T-32C Condor II","1","LAN Chile","","Domeyko",NA,NA,"A1",1
"289","22-MAY-1938","Junkers Ju-52/3mge","PP-CBC","Syndicato Condor","6","Santos Airpo...",NA,NA,"A1",1
"290","24-MAY-1938","Douglas DST-A-207A (DC-3)","NC18108","United Airlines","10","Cleveland Mu...",NA,NA,"A1",1
"291","19-JUN-1938","Douglas DC-2-118A","NC14272","Panagra","4","Mt Mercedario",NA,NA,"A1",1
"292","26-JUN-1938","Junkers Ju-52/3mge","OA-HHB","Deutsche Lufthansa Sucursal Perú","7","Cerro Chilligua",NA,NA,"A1",1
"293","02-JUL-1938","Curtiss YC-30 Condor II","33-321","USAAC","0","Maxwell Fiel...",NA,NA,"A1",1
"294","08-JUL-1938","Lockheed 14-H Super Electra","NC17383","Northwest Airlines","1","Billings Mun...",NA,NA,"A1",1
"295","14-JUL-1938","Savoia-Marchetti S-66","I-VOLO","Ala Littoria","20","Terranova, S...",NA,NA,"A1",1
"296","15-JUL-1938","Douglas DC-3-228","NC18114","Pan Am","0+ 1","Morón, BA",NA,NA,"A1",1
"297","16-JUL-1938","Junkers Ju-52/3mge","XXI","Eurasia","","Wuhan (Hankow)",NA,NA,"A1",1
"298","22-JUL-1938","Lockheed 14-H Super Electra","SP-BNG","LOT","14","Negrileasa, ...",NA,NA,"A1",1
"299","27-JUL-1938","Armstrong Whitworth AW.15 Atalanta","G-ABTG","Imperial Airways","4","Kisumu",NA,NA,"A1",1
"300","28-JUL-1938","Martin M-130","NC14714","Pan Am","15","Manila, Phil...",NA,NA,"A1",1
"301","10-AUG-1938","WM Fokker F.VIIIb","HA-FNC","Malert","12","Debrecen Air...",NA,NA,"A1",1
"302","11-AUG-1938","Ford 5-AT-C Tri-Motor","NC8413","Private","0","Mankato, MN",NA,NA,"O1",1
"303","13-AUG-1938","Savoia-Marchetti S.73","OK-BAG","CSA","17","Oberkirch",NA,NA,"A1",1
"304","15-AUG-1938","Junkers Ju-52/3mfe","PP-CAT","Syndicato Condor","9","Guanabara Bay",NA,NA,"A1",1
"305","18-AUG-1938","Lockheed 14-H Super Electra","SP-BNJ","LOT","0","Bucharest-Ba...",NA,NA,"A1",1
"306","18-AUG-1938","Macchi M.C.94-II","I-NILO","Macchi","13","Mornago (Var...",NA,NA,"A1",1
"307","24-AUG-1938","Douglas DC-2-221","32","CNAC","14","Wangmoon",NA,NA,"C2",1
"308","03-SEP-1938","Ford 5-AT-D Tri-Motor","NC435H","Johnson Flying Service","0","Big Prairie, MT",NA,NA,"A1",1
"309","07-SEP-1938","CANT Z.506C","I-DENO","Ala Littoria","","Melilla",NA,NA,"A1",1
"310","20-SEP-1938","Short Sunderland I","L2162","RAF","2","Angle Bay, M...",NA,NA,"A1",1
"311","01-OCT-1938","Junkers Ju-52/3mte","D-AVFB","Deutsche Lufthansa","13","Grisons (Gra...",NA,NA,"A1",1
"312","10-OCT-1938","Sabca Savoia-Marchetti S.73P","OO-AGT","Sabena","20","Soest",NA,NA,"A1",1
"313","12-OCT-1938","Junkers G.24","PP-CAB","Syndicato Condor","","Coruripe, AL",NA,NA,"A1",1
"314","18-OCT-1938","Douglas DC-2-112","NC13735","Eastern Air Lines","0","Montgomery M...",NA,NA,"A1",1
"315","20-OCT-1938","Ford 4-AT-B Tri-Motor","NC7865","Private","1","Powellsville...",NA,NA,"A1",1
"316","25-OCT-1938","Douglas DC-2-210","VH-UYC","ANA","18","Mt Dandenong...",NA,NA,"A1",1
"317","04-NOV-1938","de Havilland DH.86 Express","G-ACZN","Jersey Airways","13+ 1","Jersey-State...",NA,NA,"A1",1
"318","10-NOV-1938","Douglas DC-3","J-BDO.","Japan Air Transport","","Fukuoka",NA,NA,"A1",1
"319","14-NOV-1938","Douglas DC-3-194D","PH-ARY","KLM","6","Amsterdam-Sc...",NA,NA,"A1",1
"320","18-NOV-1938","Consolidated PBY-2 Catalina","0482","US Navy","2","Hawaii",NA,NA,"A1",1
"321","18-NOV-1938","Lockheed 14-H2 Super Electra","CF-TCL","TCAL","2","Regina Airpo...",NA,NA,"A1",1
"322","22-NOV-1938","Lockheed 14-WF62 Super Electra","G-AFGO","British Airways","2","Walton Bay, ...",NA,NA,"A1",1
"323","22-NOV-1938","Savoia-Marchetti SM-75C","I-TUON","Ala Littoria","4","Winklern",NA,NA,"A1",1
"324","26-NOV-1938","Junkers Ju-90V2","D-AIVI","Deutsche Lufthansa","12","Bathurst (Ba...",NA,NA,"A1",1
"325","27-NOV-1938","Short S.23 Empire Flying Boat Mk I","G-AETW","Imperial Airways","4","Lake Habbaniyah",NA,NA,"A1",1
"326","29-NOV-1938","Douglas DC-3A-191","NC16066","United Airlines","5","Point Reyes, CA",NA,NA,"A1",1
"327","02-DEC-1938","Junkers Ju-52/3mte","D-ANOY","Deutsche Lufthansa","0","Vienna",NA,NA,"A1",1
"328","03-DEC-1938","de Havilland DH.86 Express","G-ADCN","Imperial Airways","","Bangkok",NA,NA,"U1",1
"329","06-DEC-1938","Focke-Wulf Fw 200","D-ACON","Deutsche Lufthansa","0","Manila",NA,NA,"A1",1
"330","08-DEC-1938","Nakajima/Douglas DC-2","J-BBOH","Imperial Japanese Airways","10","Kerama Islands",NA,NA,"A1",1
"331","09-DEC-1938","Lockheed 14-WF62 Super Electra","PH-APE","KLM","4","Amsterdam-Sc...",NA,NA,"A1",1
"332","10-DEC-1938","Lockheed 14-WG3B Super Electra","J-BDOB","Imperial Japanese Airways","","Tsingtao (Qu...",NA,NA,"A1",1
"333","11-DEC-1938","Junkers Ju-52/3mge","HC-SAB","SEDTA","0","Quito-Cotoco...",NA,NA,"A1",1
"334","07-JAN-1939","Douglas DC-2-115B","HB-ITA","Swissair","5","Senlis",NA,NA,"A1",1
"335","13-JAN-1939","Lockheed 14-H Super Electra","NC17389","Northwest Airlines","4","Miles City M...",NA,NA,"A1",1
"336","13-JAN-1939","Junkers Ju-52/3mge","PP-CAY","Syndicato Condor","10","Rio Bonito, RJ",NA,NA,"A1",1
"337","17-JAN-1939","Ford 5-AT-.  Tri-Motor","C-63","SCADTA","4","Sumapaz",NA,NA,"A1",1
"338","18-JAN-1939","Lockheed 14-H Super Electra","VH-ABI","Guinea Airways","4","Katherine-Ti...",NA,NA,"A1",1
"339","21-JAN-1939","Short S.23 Empire Flying Boat Mk II","G-ADUU","Imperial Airways","3","Port Washing...",NA,NA,"A1",1
"340","27-JAN-1939","Potez 62","F-ANPJ","Air France","6","Köln-Butzwei...",NA,NA,"A1",1
"341","19-FEB-1939","Sikorsky S-42A","NC15376","Pan Am","0","San Juan harbor",NA,NA,"A2",1
"342","24-FEB-1939","Junkers Ju-52/3mge","D-ALUS","Reichsluftfahrt-Ministerium","10","Termes Ribi,...",NA,NA,"A1",1
"343","02-MAR-1939","Ford 6-AT-AS Tri-Motor","CF-BEP","Yukon Southern Air Transport","0","Vancouver, BC",NA,NA,"O1",1
"344","12-MAR-1939","Junkers Ju-52/3mge","XXIII","Eurasia","","Weining",NA,NA,"A1",1
"345","12-MAR-1939","Short S.23 Empire Flying Boat Mk I","G-ADUY","Imperial Airways, op.for Qantas Empire Airways","0","Tandjong, Ba...",NA,NA,"A1",1
"346","14-MAR-1939","Junkers Ju-52/3mge","OO-AUA","Sabena","3","Sint-Stevens...",NA,NA,"A1",1
"347","18-MAR-1939","Boeing S.307 Stratoliner","NX19901","Boeing","10","Alder, WA",NA,NA,"A1",1
"348","26-MAR-1939","Douglas DC-2-112","NC13727","Braniff Airways","8","Oklahoma Cit...",NA,NA,"A1",1
"349","29-MAR-1939","Junkers Ju-52/3mge","M-CABD","Iberia","","Cabezabellos...",NA,NA,"A1",1
"350","??-MAR-1939","Lockheed 14-WG3B Super Electra","J-BDOQ","Imperial Japanese Airways","","Fukuoka Airp...",NA,NA,"A1",1
"351","??-MAR-1939","Ford 5-AT-B Tri-Motor","LG-AAH","TACA Guatemala","0","Tegucigalpa-...",NA,NA,"O1",1
"352","15-APR-1939","Ford 5-AT-C Tri-Motor","NC8411","South American Gulf Oil Co.","2","El Carmen, S...",NA,NA,"A1",1
"353","??-APR-1939","Fokker F.VIII","YV-AFO","Venezuelan Government","0","Uruyén",NA,NA,"A1",1
"354","01-MAY-1939","Short S.23 Empire Flying Boat Mk I","G-ADVD","Imperial Airways","2","Lumbo lagoon...",NA,NA,"A1",1
"355","02-MAY-1939","Dewoitine D.338","F-ARIC","Air France","9","Argana",NA,NA,"A1",1
"356","03-MAY-1939","Consolidated PBY-4 Catalina","1234","US Navy","","San Diego-No...",NA,NA,"A1",1
"357","06-MAY-1939","Junkers Ju-52/3m","XVII","Eurasia","0","Hanchung (Ha...",NA,NA,"C1",1
"358","17-MAY-1939","Lockheed 14-WG3B Super Electra","J-BCOZ","Imperial Japanese Airways","6","Fukuoka Airp...",NA,NA,"A1",1
"359","??-MAY-1939","Douglas DC-2-192","n/a","Chinese Government","0","Chongqing Ai...",NA,NA,"C1",1
"360","01-JUN-1939","Armstrong Whitworth AW.15 Atalanta","G-ABTH","Imperial Airways","","Alexandria",NA,NA,"A1",1
"361","05-JUN-1939","Short Sunderland I","L5801","RAF","4","Johore Straits",NA,NA,"A1",1
"362","06-JUN-1939","Douglas DC-2-115E","PH-AKN","KLM","0+ 1","Amsterdam-Sc...",NA,NA,"A2",1
"363","12-JUN-1939","Short S.23 Empire Flying Boat Mk I","G-ADVE","Imperial Airways","0","Calcutta",NA,NA,"A1",1
"364","19-JUN-1939","Short S.30 Empire Flying Boat","G-AFCW","Imperial Airways","0","Hythe",NA,NA,"O1",1
"365","29-JUL-1939","de Havilland DH.86A Express","L7596","RAF","0","Kirby-in-Fur...",NA,NA,"A1",1
"366","03-AUG-1939","Junkers Ju-52/3mte","D-ANJH","Deutsche Lufthansa","0","Rangoon-Ming...",NA,NA,"U1",1
"367","04-AUG-1939","Junkers Ju-52/3mte","D-AUJG","Deutsche Lufthansa","7","Tivissa",NA,NA,"A1",1
"368","11-AUG-1939","Lockheed 14-WF62 Super Electra","G-AFGN","Imperial Airways","0","Saint-Sauveu...",NA,NA,"A1",1
"369","13-AUG-1939","Sikorsky S-43B","NC16933","Pan Am","14","Rio de Janei...",NA,NA,"A1",1
"370","24-AUG-1939","Savoia-Marchetti SM-75","I-LOVE","Ala Littoria","","",NA,NA,"A1",1
"371","24-AUG-1939","Junkers F.24kay (G.24)","D-ULIS","Deutsche Lufthansa","2","Glindow",NA,NA,"A1",1
"372","30-AUG-1939","Junkers Ju-52/3mte","D-AFOP","Deutsche Lufthansa","7","Hannover",NA,NA,"A1",1
"373","10-SEP-1939","Short Sunderland I","N6135","RAF","0","Pembroke Doc...",NA,NA,"A1",1
"374","18-SEP-1939","Short Sunderland I","L2165","RAF","10","Milford Have...",NA,NA,"A1",1
"375","28-SEP-1939","Douglas DC-2-210","VH-UYB","ANA","0","Sydney-Masco...",NA,NA,"A2",1
"376","10-OCT-1939","Junkers Ju-52/3m","","German AF","","Wangerooge [...",NA,NA,"A1",1
"377","13-OCT-1939","Short Sunderland I","N9045","RAF","0","Isles of Scilly",NA,NA,"A1",1
"378","13-OCT-1939","Caproni Ca.133","I-DIRE","Ala Littoria","0","Gabode",NA,NA,"A1",1
"379","15-OCT-1939","Short Sunderland I","N9030","RAF","4","Plymouth Sou...",NA,NA,"A1",1
"380","17-OCT-1939","Savoia-Marchetti S.73","I-IESI ?","Ala Littoria","15","Olías",NA,NA,"A1",1
"381","07-NOV-1939","Handley Page HP.42W","G-AAXD","Imperial Airways","","Tiverton, Devon",NA,NA,"A1",1
"382","10-NOV-1939","Junkers Ju-52/3m","22-104","Spanish AF","7","Lastras de C...",NA,NA,"A1",1
"383","15-NOV-1939","Junkers Ju-52/3mge","T-166","Argentine AF","0","El Palomar, BA",NA,NA,"A1",1
"384","04-DEC-1939","Junkers Ju-52/3mlu","I-BAUS","Ala Littoria","4","Bayerisch Ei...",NA,NA,"A1",1
"385","18-DEC-1939","Junkers Ju-52/3m","M-CABA","Iberia","10","Europa Point...",NA,NA,"C1",1
"386","21-DEC-1939","Lockheed 14-WF62 Super Electra","G-AFYU","British Airways","5","Alexandria",NA,NA,"A1",1
"387","15-JAN-1940","Lockheed 14-WF62 Super Electra","G-AFMO","British Airways","0","Heston Airport",NA,NA,"A1",1
"388","22-JAN-1940","Lockheed 14-WF62 Super Electra","PK-AFO","KNILM","8","Denpasar-Ngu...",NA,NA,"A1",1
"389","30-JAN-1940","Ford 4-AT-E Tri-Motor","NC5092","White Pass Airways","0","Carcross, YT",NA,NA,"A1",1
"390","05-FEB-1940","Nakajima/Douglas DC-2","J-BBOT","Imperial Japanese Airways","0","Diaoyu Dao, ...",NA,NA,"A1",1
"391","10-FEB-1940","Savoia-Marchetti SM-75","I-LEAL","Ala Littoria","10","Aiello Calabro",NA,NA,"A1",1
"392","20-FEB-1940","Ford 5-AT-.  Tri-Motor","AN-AA.","TACA de Nicaragua","0","Prinzapolka",NA,NA,"A1",1
"393","25-FEB-1940","Ford 5-AT-C Tri-Motor","TI-33","TACA",NA,"San Isidro",NA,NA,"A1",1
"394","01-MAR-1940","Handley Page HP.42E","G-AAGX","Imperial Airways","8","Dibba, Oman ...",NA,NA,"A1",1
"395","03-MAR-1940","Bloch 220","F-AOHA","Air France","3","Orange",NA,NA,"A1",1
"396","05-MAR-1940","Ford 5-AT-B Tri-Motor","XA-BCW","Mexicana","0","San Martín V...",NA,NA,"A1",1
"397","15-MAR-1940","de Havilland DH.86B Express","VH-UYW","private",NA,"Kavieng, New...",NA,NA,"A1",1
"398","16-MAR-1940","Savoia-Marchetti S.73","I-SUTO","ALI","14","Stromboli Is...",NA,NA,"A1",1
"399","19-MAR-1940","Handley Page HP.42W","G-AAXC","Imperial Airways","0","Bristol-Whit...",NA,NA,"O1",1
"400","19-MAR-1940","Handley Page HP.42W","G-AAUD","Imperial Airways","0","Bristol-Whit...",NA,NA,"O1",1
"401","03-APR-1940","Douglas DC-2-112","NC13786","TWA",NA,"Pittsburgh, PA",NA,NA,"A1",1
"402","09-APR-1940","Short Sunderland","L2167","RAF","9","Sylling",NA,NA,"C1",1
"403","13-APR-1940","Junkers Ju-52/3mg4e","SE+JZ","German AF","0","Gullesfjordb...",NA,NA,"A1",1
"404","13-APR-1940","Junkers Ju-52/3mg4e","CN+BS","German AF","0","Gullesfjordb...",NA,NA,"A1",1
"405","13-APR-1940","Junkers Ju-52/3m","NG+BU","German AF",NA,"Froysjoen, B...",NA,NA,"C1",1
"406","13-APR-1940","Junkers Ju-52/3m","","German AF",NA,"Gangsoya, So...",NA,NA,"A1",1
"407","13-APR-1940","Junkers Ju-52/3m","","German AF",NA,"Gangsoya, So...",NA,NA,"A1",1
"408","13-APR-1940","Junkers Ju-52/3mg4e","DB+JY","German AF",NA,"Hartvikvatne...",NA,NA,"A1",1
"409","14-APR-1940","Junkers Ju-52/3m","1Z+..","German AF","1","Lillehammer,...",NA,NA,"C1",1
"410","14-APR-1940","Junkers Ju-52/3m","1Z+AT","German AF",NA,"Valebu, Ring...",NA,NA,"A1",1
"411","14-APR-1940","Junkers Ju-52/3m","1Z+GS","German AF","3","Graberget, D...",NA,NA,"C1",1
"412","14-APR-1940","Junkers Ju-52/3m",".. + ..","German AF",NA,"River Vorma,...",NA,NA,"A1",1
"413","14-APR-1940","Junkers Ju-52/3m","1Z+MN","German AF","0","Honefoss, Ri...",NA,NA,"A1",1
"414","14-APR-1940","Junkers Ju-52/3m","1Z+.C","German AF",NA,"Galderud, Ko...",NA,NA,"A1",1
"415","14-APR-1940","Junkers Ju-52/3mg4e","SE+HU","German AF",NA,"Sivebo, Greb...",NA,NA,"A2",1
"416","16-APR-1940","Junkers Ju-52/3mg4e","1Z+IY","German AF","4","Kvamen, Sokn...",NA,NA,"A1",1
"417","16-APR-1940","Junkers Ju-52/3mg3e","SE+HM","German AF","0","Grums",NA,NA,"A2",1
"418","16-APR-1940","Junkers Ju-52/3m","1Z+BC","German AF","0","Lake Vänern,...",NA,NA,"A1",1
"419","17-APR-1940","Junkers Ju-52/3m","IZ+FT","German AF","17","Langevannet,...",NA,NA,"A1",1
"420","17-APR-1940","Junkers Ju-52/3m","SE+KC","German AF",NA,"Arbrå, Bollnäs",NA,NA,"A1",1
"421","22-APR-1940","Lockheed 14-WF62 Super Electra","G-AFKD","BOAC","3","Loch Lomond,...",NA,NA,"A1",1
"422","02-MAY-1940","de Havilland DH.86B Express","OH-IPA","Finnish AF","0","Helsinki-Mal...",NA,NA,"A1",1
"423","10-MAY-1940","Junkers Ju-52/3m","","German AF",NA,"Valkenburg",NA,NA,"A1",1
"424","10-MAY-1940","Junkers Ju-52/3m","","German AF",NA,"'s Gravenzande",NA,NA,"A1",1
"425","10-MAY-1940","Junkers Ju-52/3m","GS+AJ","German AF",NA,"",NA,NA,"A1",1
"426","10-MAY-1940","Junkers Ju-52/3m","","German AF",NA,"Maassluis",NA,NA,"A1",1
"427","10-MAY-1940","Junkers Ju-52/3m","AR+EB","German AF",NA,"Den Haag",NA,NA,"A1",1
"428","10-MAY-1940","Junkers Ju-52/3m","","German AF",NA,"Waalhaven",NA,NA,"A1",1
"429","10-MAY-1940","Junkers Ju-52/3m","H4+BJ","German AF",NA,"Tiel",NA,NA,"A1",1
"430","10-MAY-1940","Junkers Ju-52/3m","G6+VK","German AF",NA,"Ockenburg",NA,NA,"A1",1
"431","10-MAY-1940","Junkers Ju-52/3m","G6+MK","German AF",NA,"Rijksweg 13",NA,NA,"A1",1
"432","10-MAY-1940","Junkers Ju-52/3m","G6+HK","German AF",NA,"Ockenburg",NA,NA,"A1",1
"433","10-MAY-1940","Junkers Ju-52/3m","9P+BH","German AF",NA,"Waalhaven",NA,NA,"A1",1
"434","10-MAY-1940","Junkers Ju-52/3m","","German AF",NA,"Den Haag",NA,NA,"A1",1
"435","10-MAY-1940","Junkers Ju-52/3m","","German AF",NA,"Rotterdam - ...",NA,NA,"A1",1
"436","10-MAY-1940","Junkers Ju-52/3m","","German AF",NA,"Rotterdam",NA,NA,"A1",1
"437","10-MAY-1940","Junkers Ju-52/3m","","German AF",NA,"Den Haag",NA,NA,"A1",1
"438","10-MAY-1940","Junkers Ju-52/3m","U4+ZK","German AF",NA,"Rotterdam",NA,NA,"A1",1
"439","10-MAY-1940","Junkers Ju-52/3m","","German AF",NA,"Waalhaven",NA,NA,"A1",1
"440","10-MAY-1940","Junkers Ju-52/3m","","German AF",NA,"Den Haag",NA,NA,"A1",1
"441","10-MAY-1940","Junkers Ju-52/3m","","German AF",NA,"Den Haag",NA,NA,"A1",1
"442","10-MAY-1940","Junkers Ju-52/3m","","German AF",NA,"Den Haag",NA,NA,"A1",1
"443","10-MAY-1940","Junkers Ju-52/3m","NG+VY","German AF",NA,"Delft",NA,NA,"A1",1
"444","10-MAY-1940","Junkers Ju-52/3m","","German AF",NA,"Waalhaven",NA,NA,"A1",1
"445","10-MAY-1940","Junkers Ju-52/3m","","German AF",NA,"Den Haag",NA,NA,"A1",1
"446","10-MAY-1940","Junkers Ju-52/3m","","German AF",NA,"Den Haag",NA,NA,"A1",1
"447","10-MAY-1940","Junkers Ju-52/3m","","German AF",NA,"Den Haag",NA,NA,"A1",1
"448","10-MAY-1940","Junkers Ju-52/3m","","German AF",NA,"Den Haag",NA,NA,"A1",1
"449","10-MAY-1940","Junkers Ju-52/3m","","German AF",NA,"Waalhaven",NA,NA,"A1",1
"450","10-MAY-1940","Junkers Ju-52/3m","","German AF",NA,"Waalhaven",NA,NA,"A1",1
"451","10-MAY-1940","Douglas DC-3-194F","PH-AST","KLM","0","Amsterdam-Sc...",NA,NA,"C1",1
"452","10-MAY-1940","Douglas DC-3-194F","PH-ASP","KLM","0","Amsterdam-Sc...",NA,NA,"C1",1
"453","10-MAY-1940","Douglas DC-3-194D","PH-ARX","KLM","0","Amsterdam-Sc...",NA,NA,"C1",1
"454","10-MAY-1940","Douglas DC-3-194B","PH-ALU","KLM","0","Amsterdam-Sc...",NA,NA,"C1",1
"455","10-MAY-1940","Douglas DC-2-115L","PH-ALD","KLM","0","Amsterdam-Sc...",NA,NA,"C1",1
"456","10-MAY-1940","Douglas DC-2-115E","PH-AKN","KLM","0","Amsterdam-Sc...",NA,NA,"C1",1
"457","10-MAY-1940","Junkers Ju-52/3m","","German AF",NA,"Loosduinen",NA,NA,"A1",1
"458","10-MAY-1940","Douglas DC-2-115E","PH-AKO","KLM","0","Amsterdam-Sc...",NA,NA,"C1",1
"459","10-MAY-1940","Douglas DC-2-115E","PH-AKP","KLM","0","Amsterdam-Sc...",NA,NA,"C1",1
"460","10-MAY-1940","Douglas DC-2-115E","PH-AKK","KLM","0","Amsterdam-Sc...",NA,NA,"C1",1
